date_time,sensor_letter,source_file,test,cultivar,plot,plot_type,bio_rep,treatment,pulse_num,temperature,rh
2024-08-21T20:16:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,42.58,38.01
2024-08-21T20:17:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,42.57,55.94
2024-08-21T20:18:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,42.68,68.96
2024-08-21T20:19:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,42.73,62.98
2024-08-21T20:20:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,42.73,60.84
2024-08-21T20:21:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,42.68,43.42
2024-08-21T20:22:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,42.64,34.44
2024-08-21T20:23:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,42.58,31.19
2024-08-21T20:24:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,42.46,32.04
2024-08-21T20:25:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,42.32,42.96
2024-08-21T20:26:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,42.33,51.63
2024-08-21T20:27:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,42.24,37.22
2024-08-21T20:28:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,41.99,28.83
2024-08-21T20:29:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,41.56,29.12
2024-08-21T20:30:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,41.1,36.36
2024-08-21T20:31:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,40.68,34.52
2024-08-21T20:32:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,40.28,30.75
2024-08-21T20:33:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,39.7,31.12
2024-08-21T20:34:00Z,A,A_20240821,B2,Stevens,OTC 1,OTC,1,B,2,39.32,37.9
2024-08-28T14:58:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,22.01,95.38
2024-08-28T14:59:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,22.1,95.78
2024-08-28T15:00:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,22.36,97.29
2024-08-28T15:01:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,22.94,98.5
2024-08-28T15:02:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,23.9,98.92
2024-08-28T15:03:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,25.18,98.98
2024-08-28T15:04:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,26.66,98.94
2024-08-28T15:05:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,28.12,98.87
2024-08-28T15:06:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,29.6,98.8
2024-08-28T15:07:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,31.13,98.68
2024-08-28T15:08:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,32.56,98.57
2024-08-28T15:09:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,33.78,98.51
2024-08-28T15:10:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,34.84,98.36
2024-08-28T15:11:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,35.79,98.25
2024-08-28T15:12:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,36.44,98.15
2024-08-28T15:13:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,36.84,98.09
2024-08-28T15:14:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,36.89,98.07
2024-08-28T15:15:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,36.99,98
2024-08-28T15:16:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,37,98.04
2024-08-28T15:17:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,37.02,98.03
2024-08-28T15:18:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,37.25,98.06
2024-08-28T15:19:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,37.78,98.01
2024-08-28T15:20:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,38.01,97.98
2024-08-28T15:21:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,37.77,97.92
2024-08-28T15:22:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,37.78,97.96
2024-08-28T15:23:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,38.15,97.97
2024-08-28T15:24:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,38.64,97.9
2024-08-28T15:25:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,38.68,97.94
2024-08-28T15:26:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,38.77,97.91
2024-08-28T15:27:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,38.86,97.92
2024-08-28T15:28:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,39.21,97.9
2024-08-28T15:29:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,39.4,97.89
2024-08-28T15:30:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,39.37,97.9
2024-08-28T15:31:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,39.23,97.97
2024-08-28T15:32:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,39.02,97.93
2024-08-28T15:33:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,38.66,98.16
2024-08-28T15:34:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,38.71,98.74
2024-08-28T15:35:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,39.28,98.81
2024-08-28T15:36:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,39.45,95.15
2024-08-28T15:37:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,39.5,83.44
2024-08-28T15:38:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,39.97,83.41
2024-08-28T15:39:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,40.56,89.6
2024-08-28T15:40:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,41.2,86.15
2024-08-28T15:41:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,41.62,78.96
2024-08-28T15:42:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,41.81,71.43
2024-08-28T15:43:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,42.1,70.58
2024-08-28T15:44:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,42.43,75.32
2024-08-28T15:45:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,42.76,66.59
2024-08-28T15:46:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,43.11,67.33
2024-08-28T15:47:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,43.49,65.89
2024-08-28T15:48:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,43.84,58.84
2024-08-28T15:49:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.21,58.13
2024-08-28T15:50:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.57,62.32
2024-08-28T15:51:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.99,64.62
2024-08-28T15:52:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.26,73.69
2024-08-28T15:53:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.5,64.94
2024-08-28T15:54:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.61,57.14
2024-08-28T15:55:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.68,55.63
2024-08-28T15:56:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.74,60.78
2024-08-28T15:57:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.89,64.42
2024-08-28T15:58:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.05,65.1
2024-08-28T15:59:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.2,72.24
2024-08-28T16:00:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.28,59.59
2024-08-28T16:01:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.24,55.53
2024-08-28T16:02:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.24,57.43
2024-08-28T16:03:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.25,56.27
2024-08-28T16:04:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.34,56.66
2024-08-28T16:05:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.42,59.98
2024-08-28T16:06:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.51,67.82
2024-08-28T16:07:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.54,67.74
2024-08-28T16:08:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.48,65.48
2024-08-28T16:09:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.44,67.28
2024-08-28T16:10:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.28,58.56
2024-08-28T16:11:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,46.06,62.28
2024-08-28T16:12:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.88,57.16
2024-08-28T16:13:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.72,55.45
2024-08-28T16:14:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.65,55.19
2024-08-28T16:15:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.55,58.43
2024-08-28T16:16:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.54,63.51
2024-08-28T16:17:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.63,71.67
2024-08-28T16:18:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.65,72.73
2024-08-28T16:19:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.77,73.69
2024-08-28T16:20:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.78,72.44
2024-08-28T16:21:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.73,62.47
2024-08-28T16:22:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.62,59.11
2024-08-28T16:23:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.53,55.96
2024-08-28T16:24:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.5,57.76
2024-08-28T16:25:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.53,60.5
2024-08-28T16:26:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.55,58.91
2024-08-28T16:27:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.66,69.62
2024-08-28T16:28:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.79,68.19
2024-08-28T16:29:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.84,67.53
2024-08-28T16:30:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.84,66.02
2024-08-28T16:31:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.81,57.1
2024-08-28T16:32:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.73,52.06
2024-08-28T16:33:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.7,61.7
2024-08-28T16:34:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.78,57.22
2024-08-28T16:35:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.8,50.87
2024-08-28T16:36:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.75,57.72
2024-08-28T16:37:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.68,60.28
2024-08-28T16:38:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.56,59.39
2024-08-28T16:39:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.5,62.1
2024-08-28T16:40:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.43,63.62
2024-08-28T16:41:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.34,63.36
2024-08-28T16:42:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.17,53.65
2024-08-28T16:43:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.95,51.46
2024-08-28T16:44:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.87,47.26
2024-08-28T16:45:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.76,52.29
2024-08-28T16:46:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.74,60.35
2024-08-28T16:47:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.8,61.39
2024-08-28T16:48:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.77,61.64
2024-08-28T16:49:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.74,63.2
2024-08-28T16:50:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.71,65.51
2024-08-28T16:51:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.81,64.69
2024-08-28T16:52:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.79,65.95
2024-08-28T16:53:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.76,62.12
2024-08-28T16:54:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.77,60.65
2024-08-28T16:55:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.85,59.86
2024-08-28T16:56:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,44.95,68.96
2024-08-28T16:57:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.05,72.54
2024-08-28T16:58:00Z,A,A_20240828,A3,Stevens,OTC 1,OTC,1,A,3,45.14,67.47
2024-08-28T18:05:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,25.48,81.37
2024-08-28T18:06:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,25.49,81.77
2024-08-28T18:07:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,25.59,85.33
2024-08-28T18:08:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,25.8,88.83
2024-08-28T18:09:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,26.09,89.96
2024-08-28T18:10:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,26.47,91.29
2024-08-28T18:11:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,26.81,88.92
2024-08-28T18:12:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,27.25,86.36
2024-08-28T18:13:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,27.72,86.2
2024-08-28T18:14:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,28.21,85.44
2024-08-28T18:15:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,28.69,81.48
2024-08-28T18:16:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,29.15,80.79
2024-08-28T18:17:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,29.58,76.92
2024-08-28T18:18:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,30.03,81.8
2024-08-28T18:19:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,30.5,79.4
2024-08-28T18:20:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,30.93,77.96
2024-08-28T18:21:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,31.31,74.46
2024-08-28T18:22:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,31.78,79.35
2024-08-28T18:23:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,32.22,73.89
2024-08-28T18:24:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,32.62,70.41
2024-08-28T18:25:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,33.01,69.92
2024-08-28T18:26:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,33.37,74.17
2024-08-28T18:27:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,33.75,69.22
2024-08-28T18:28:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,34.07,66.58
2024-08-28T18:29:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,34.36,64.77
2024-08-28T18:30:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,34.62,63.41
2024-08-28T18:31:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,34.86,63.45
2024-08-28T18:32:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,35.08,61.1
2024-08-28T18:33:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,35.28,66.23
2024-08-28T18:34:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,35.48,67.72
2024-08-28T18:35:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,35.77,64.41
2024-08-28T18:36:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,36.02,69.72
2024-08-28T18:37:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,36.38,74.56
2024-08-28T18:38:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,36.71,65.81
2024-08-28T18:39:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,37.05,62.45
2024-08-28T18:40:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,37.27,57
2024-08-28T18:41:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,37.44,62.33
2024-08-28T18:42:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,37.69,62.7
2024-08-28T18:43:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,37.9,61.68
2024-08-28T18:44:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,38.01,57.49
2024-08-28T18:45:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,38.18,73.92
2024-08-28T18:46:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,38.52,65.62
2024-08-28T18:47:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,38.85,75.68
2024-08-28T18:48:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.23,65.94
2024-08-28T18:49:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.64,58.57
2024-08-28T18:50:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.82,54.13
2024-08-28T18:51:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.93,52.66
2024-08-28T18:52:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.99,53.67
2024-08-28T18:53:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.04,56.46
2024-08-28T18:54:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.15,54.14
2024-08-28T18:55:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.17,49.09
2024-08-28T18:56:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40,48.77
2024-08-28T18:57:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.8,52.17
2024-08-28T18:58:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.66,49.94
2024-08-28T18:59:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.66,60.08
2024-08-28T19:00:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.76,62.6
2024-08-28T19:01:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.96,56.65
2024-08-28T19:02:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.09,56.79
2024-08-28T19:03:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.32,54.37
2024-08-28T19:04:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.53,60.69
2024-08-28T19:05:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.8,62.19
2024-08-28T19:06:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.1,56.75
2024-08-28T19:07:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.29,51.93
2024-08-28T19:08:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.45,55.37
2024-08-28T19:09:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.71,56.77
2024-08-28T19:10:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.9,58.37
2024-08-28T19:11:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,42.08,51.06
2024-08-28T19:12:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,42.1,44.96
2024-08-28T19:13:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.93,47.41
2024-08-28T19:14:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.64,44.58
2024-08-28T19:15:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.26,49.11
2024-08-28T19:16:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.01,48.31
2024-08-28T19:17:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.71,48.11
2024-08-28T19:18:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.5,50.98
2024-08-28T19:19:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.44,52.22
2024-08-28T19:20:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.36,51.81
2024-08-28T19:21:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.29,49.73
2024-08-28T19:22:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.21,49.05
2024-08-28T19:23:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.08,47.44
2024-08-28T19:24:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.91,49.42
2024-08-28T19:25:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.73,55.01
2024-08-28T19:26:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.73,53.18
2024-08-28T19:27:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.82,58.19
2024-08-28T19:28:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,39.94,53.78
2024-08-28T19:29:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.02,57.51
2024-08-28T19:30:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.19,56.7
2024-08-28T19:31:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.31,49.05
2024-08-28T19:32:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.26,53.39
2024-08-28T19:33:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.27,56.91
2024-08-28T19:34:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.37,53.35
2024-08-28T19:35:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.46,54.53
2024-08-28T19:36:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.68,62.15
2024-08-28T19:37:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.95,59.02
2024-08-28T19:38:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.18,54.45
2024-08-28T19:39:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.29,47.43
2024-08-28T19:40:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.32,52.83
2024-08-28T19:41:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.5,57.02
2024-08-28T19:42:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.73,56.09
2024-08-28T19:43:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.87,47.22
2024-08-28T19:44:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.88,47.4
2024-08-28T19:45:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.91,50.82
2024-08-28T19:46:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.92,48.16
2024-08-28T19:47:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.84,44.91
2024-08-28T19:48:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.73,48.52
2024-08-28T19:49:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.7,47.42
2024-08-28T19:50:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.55,47.85
2024-08-28T19:51:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.37,45.47
2024-08-28T19:52:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.17,50.46
2024-08-28T19:53:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.06,47.58
2024-08-28T19:54:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41,49.11
2024-08-28T19:55:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.99,55.15
2024-08-28T19:56:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.96,54.23
2024-08-28T19:57:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,41.01,50.4
2024-08-28T19:58:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.98,51.2
2024-08-28T19:59:00Z,A,A_20240828,A3,MQ,OTC 1,OTC,1,A,3,40.96,50.03
